id,approvedName,bioType,proteinAnnotations.functions,reactome
ENSG00000113851,cereblon,protein_coding,"['Substrate recognition component of a DCX (DDB1-CUL4-X-box) E3 protein ligase complex that mediates the ubiquitination and subsequent proteasomal degradation of target proteins, such as MEIS2 (Probable). Normal degradation of key regulatory proteins is required for normal limb outgrowth and expression of the fibroblast growth factor FGF8 (PubMed:20223979, PubMed:24328678, PubMed:25043012, PubMed:25108355). Maintains presynaptic glutamate release and consequently cognitive functions, such as memory and learning, by negatively regulating large-conductance calcium-activated potassium (BK) channels in excitatory neurons (PubMed:18414909, PubMed:29530986). Likely to function by regulating the assembly and neuronal surface expression of BK channels via its interaction with KCNT1 (PubMed:18414909). May also be involved in regulating anxiety-like behaviors via a BK channel-independent mechanism (By similarity).']",['R-HSA-9679191']
ENSG00000115252,phosphodiesterase 1A,protein_coding,"['Cyclic nucleotide phosphodiesterase with a dual-specificity for the second messengers cAMP and cGMP, which are key regulators of many important physiological processes. Has a higher affinity for cGMP than for cAMP.']",['R-HSA-111957' 'R-HSA-418457' 'R-HSA-418555']
ENSG00000115353,tachykinin receptor 1,protein_coding,['This is a receptor for the tachykinin neuropeptide substance P. It is probably associated with G proteins that activate a phosphatidylinositol-calcium second messenger system. The rank order of affinity of this receptor to tachykinins is: substance P > substance K > neuromedin-K.'],['R-HSA-380095' 'R-HSA-416476' 'R-HSA-8856825' 'R-HSA-8856828']
ENSG00000115705,thyroid peroxidase,protein_coding,['Iodination and coupling of the hormonogenic tyrosines in thyroglobulin to yield the thyroid hormones T(3) and T(4).'],['R-HSA-209968']
ENSG00000117971,cholinergic receptor nicotinic beta 4 subunit,protein_coding,"['After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane.']",['R-HSA-629587' 'R-HSA-629594' 'R-HSA-629597' 'R-HSA-6798695']
ENSG00000119888,epithelial cell adhesion molecule,protein_coding,"['May act as a physical homophilic interaction molecule between intestinal epithelial cells (IECs) and intraepithelial lymphocytes (IELs) at the mucosal epithelium for providing immunological barrier as a first line of defense against mucosal infection. Plays a role in embryonic stem cells proliferation and differentiation. Up-regulates the expression of FABP5, MYC and cyclins A and E.']",['R-HSA-202733']
ENSG00000120242,interferon alpha 8,protein_coding,"['Produced by macrophages, IFN-alpha have antiviral activities. Interferon stimulates the production of two enzymes: a protein kinase and an oligoadenylate synthetase.']",['R-HSA-909733' 'R-HSA-912694' 'R-HSA-933541' 'R-HSA-983231']
ENSG00000121853,growth hormone secretagogue receptor,protein_coding,"['Receptor for ghrelin, coupled to G-alpha-11 proteins. Stimulates growth hormone secretion. Binds also other growth hormone releasing peptides (GHRP) (e.g. Met-enkephalin and GHRP-6) as well as non-peptide, low molecular weight secretagogues (e.g. L-692,429, MK-0677, adenosine).']",['R-HSA-375276' 'R-HSA-416476']
ENSG00000122025,fms related receptor tyrosine kinase 3,protein_coding,"['Tyrosine-protein kinase that acts as cell-surface receptor for the cytokine FLT3LG and regulates differentiation, proliferation and survival of hematopoietic progenitor cells and of dendritic cells. Promotes phosphorylation of SHC1 and AKT1, and activation of the downstream effector MTOR. Promotes activation of RAS signaling and phosphorylation of downstream kinases, including MAPK1/ERK2 and/or MAPK3/ERK1. Promotes phosphorylation of FES, FER, PTPN6/SHP, PTPN11/SHP-2, PLCG1, and STAT5A and/or STAT5B. Activation of wild-type FLT3 causes only marginal activation of STAT5A or STAT5B. Mutations that cause constitutive kinase activity promote cell proliferation and resistance to apoptosis via the activation of multiple signaling pathways.']","['R-HSA-109704' 'R-HSA-1257604' 'R-HSA-2219530' 'R-HSA-5673001'
 'R-HSA-6811558' 'R-HSA-9607240' 'R-HSA-9645135' 'R-HSA-9702509'
 'R-HSA-9702518' 'R-HSA-9702569' 'R-HSA-9702577' 'R-HSA-9702581'
 'R-HSA-9702590' 'R-HSA-9702596' 'R-HSA-9702600' 'R-HSA-9702605'
 'R-HSA-9702614' 'R-HSA-9702620' 'R-HSA-9702624' 'R-HSA-9702632'
 'R-HSA-9702636' 'R-HSA-9702998' 'R-HSA-9703009' 'R-HSA-9703648'
 'R-HSA-9706369' 'R-HSA-9706374' 'R-HSA-9706377']"
ENSG00000123496,interleukin 13 receptor subunit alpha 2,protein_coding,"['Binds as a monomer with high affinity to interleukin-13 (IL13), but not to interleukin-4 (IL4).']",['R-HSA-6785807']
ENSG00000125675,glutamate ionotropic receptor AMPA type subunit 3,protein_coding,"['Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system and plays an important role in excitatory synaptic transmission. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. In the presence of CACNG4 or CACNG7 or CACNG8, shows resensitization which is characterized by a delayed accumulation of current flux upon continued application of glutamate.']","['R-HSA-399710' 'R-HSA-399719' 'R-HSA-416993' 'R-HSA-438066'
 'R-HSA-8849932']"
ENSG00000126067,proteasome 20S subunit beta 2,protein_coding,"['Non-catalytic component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP-dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing proteins whose functions are no longer required. Associated with the PA200 or PA28, the 20S proteasome mediates ubiquitin-independent protein degradation. This type of proteolysis is required in several pathways including spermatogenesis (20S-PA200 complex) or generation of a subset of MHC class I-presented antigenic peptides (20S-PA28 complex).']","['R-HSA-1169091' 'R-HSA-1234176' 'R-HSA-1236974' 'R-HSA-1236978'
 'R-HSA-174084' 'R-HSA-174113' 'R-HSA-174154' 'R-HSA-174178'
 'R-HSA-174184' 'R-HSA-180534' 'R-HSA-180585' 'R-HSA-187577'
 'R-HSA-195253' 'R-HSA-202424' 'R-HSA-211733' 'R-HSA-2467813'
 'R-HSA-2871837' 'R-HSA-349425' 'R-HSA-350562' 'R-HSA-382556'
 'R-HSA-450408' 'R-HSA-4608870' 'R-HSA-4641257' 'R-HSA-4641258'
 'R-HSA-5358346' 'R-HSA-5362768' 'R-HSA-5607761' 'R-HSA-5607764'
 'R-HSA-5610780' 'R-HSA-5610783' 'R-HSA-5610785' 'R-HSA-5632684'
 'R-HSA-5658442' 'R-HSA-5668541' 'R-HSA-5676590' 'R-HSA-5678895'
 'R-HSA-5687128' 'R-HSA-5689603' 'R-HSA-5689880' 'R-HSA-68827'
 'R-HSA-68949' 'R-HSA-69017' 'R-HSA-69481' 'R-HSA-69601' 'R-HSA-75815'
 'R-HSA-8852276' 'R-HSA-8854050' 'R-HSA-8939236' 'R-HSA-8939902'
 'R-HSA-8941858' 'R-HSA-8948751' 'R-HSA-8951664' 'R-HSA-9010553'
 'R-HSA-9020702' 'R-HSA-9604323' 'R-HSA-983168']"
ENSG00000130433,calcium voltage-gated channel auxiliary subunit gamma 6,protein_coding,['Regulates the activity of L-type calcium channels that contain CACNA1C as pore-forming subunit.'],['R-HSA-5576892' 'R-HSA-5576893']
ENSG00000131203,"indoleamine 2,3-dioxygenase 1",protein_coding,"['Catalyzes the first and rate limiting step of the catabolism of the essential amino acid tryptophan along the kynurenine pathway (PubMed:17671174). Involved in the peripheral immune tolerance, contributing to maintain homeostasis by preventing autoimmunity or immunopathology that would result from uncontrolled and overreacting immune responses (PubMed:25691885). Tryptophan shortage inhibits T lymphocytes division and accumulation of tryptophan catabolites induces T-cell apoptosis and differentiation of regulatory T-cells (PubMed:25691885). Acts as a suppressor of anti-tumor immunity (PubMed:23103127, PubMed:25157255, PubMed:14502282, PubMed:25691885). Limits the growth of intracellular pathogens by depriving tryptophan (PubMed:25691885). Protects the fetus from maternal immune rejection (PubMed:25691885).']",['R-HSA-71240']
ENSG00000135914,5-hydroxytryptamine receptor 2B,protein_coding,"['G-protein coupled receptor for 5-hydroxytryptamine (serotonin) (PubMed:8143856, PubMed:7926008, PubMed:8078486, PubMed:8882600, PubMed:18703043, PubMed:23519210). Also functions as a receptor for various ergot alkaloid derivatives and psychoactive substances (PubMed:8143856, PubMed:7926008, PubMed:8078486, PubMed:12970106, PubMed:18703043, PubMed:23519210, PubMed:23519215, PubMed:24357322, PubMed:28129538). Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors (PubMed:8143856, PubMed:8078486, PubMed:8882600, PubMed:23519215, PubMed:28129538). Beta-arrestin family members inhibit signaling via G proteins and mediate activation of alternative signaling pathways (PubMed:23519215, PubMed:28129538). Signaling activates a phosphatidylinositol-calcium second messenger system that modulates the activity of phosphatidylinositol 3-kinase and down-stream signaling cascades and promotes the release of Ca(2+) ions from intracellular stores (PubMed:8143856, PubMed:8078486, PubMed:8882600, PubMed:18703043, PubMed:23519215, PubMed:28129538). Plays a role in the regulation of dopamine and 5-hydroxytryptamine release, 5-hydroxytryptamine uptake and in the regulation of extracellular dopamine and 5-hydroxytryptamine levels, and thereby affects neural activity. May play a role in the perception of pain (By similarity). Plays a role in the regulation of behavior, including impulsive behavior (PubMed:21179162). Required for normal proliferation of embryonic cardiac myocytes and normal heart development. Protects cardiomyocytes against apoptosis. Plays a role in the adaptation of pulmonary arteries to chronic hypoxia. Plays a role in vasoconstriction. Required for normal osteoblast function and proliferation, and for maintaining normal bone density. Required for normal proliferation of the interstitial cells of Cajal in the intestine (By similarity).']",['R-HSA-390666' 'R-HSA-416476']
ENSG00000137252,hypocretin receptor 2,protein_coding,"['Nonselective, high-affinity receptor for both orexin-A and orexin-B neuropeptides (PubMed:9491897, PubMed:26950369). Triggers an increase in cytoplasmic Ca(2+) levels in response to orexin-A binding (PubMed:9491897, PubMed:26950369).']",['R-HSA-389397' 'R-HSA-416476']
ENSG00000139567,activin A receptor like type 1,protein_coding,"['Type I receptor for TGF-beta family ligands BMP9/GDF2 and BMP10 and important regulator of normal blood vessel development. On ligand binding, forms a receptor complex consisting of two type II and two type I transmembrane serine/threonine kinases. Type II receptors phosphorylate and activate type I receptors which autophosphorylate, then bind and activate SMAD transcriptional regulators. May bind activin as well.']",['R-HSA-201451']
ENSG00000144744,ubiquitin like modifier activating enzyme 3,protein_coding,"['Catalytic subunit of the dimeric UBA3-NAE1 E1 enzyme. E1 activates NEDD8 by first adenylating its C-terminal glycine residue with ATP, thereafter linking this residue to the side chain of the catalytic cysteine, yielding a NEDD8-UBA3 thioester and free AMP. E1 finally transfers NEDD8 to the catalytic cysteine of UBE2M. Down-regulates steroid receptor activity. Necessary for cell cycle progression.']",['R-HSA-5607761' 'R-HSA-5676590' 'R-HSA-8951664' 'R-HSA-983168']
ENSG00000147885,interferon alpha 16,protein_coding,"['Produced by macrophages, IFN-alpha have antiviral activities. Interferon stimulates the production of two enzymes: a protein kinase and an oligoadenylate synthetase.']",['R-HSA-909733' 'R-HSA-912694' 'R-HSA-933541' 'R-HSA-983231']
ENSG00000150337,Fc fragment of IgG receptor Ia,protein_coding,['High affinity receptor for the Fc region of immunoglobulins gamma. Functions in both innate and adaptive immune responses.'],"['R-HSA-1236978' 'R-HSA-198933' 'R-HSA-2029481' 'R-HSA-2029482'
 'R-HSA-2029485' 'R-HSA-877300' 'R-HSA-9664323']"
ENSG00000155511,glutamate ionotropic receptor AMPA type subunit 1,protein_coding,"['Ionotropic glutamate receptor. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. In the presence of CACNG4 or CACNG7 or CACNG8, shows resensitization which is characterized by a delayed accumulation of current flux upon continued application of glutamate.']","['R-HSA-204005' 'R-HSA-399710' 'R-HSA-399719' 'R-HSA-416993'
 'R-HSA-438066' 'R-HSA-5694530' 'R-HSA-8849932' 'R-HSA-9620244']"
